Genotype,Accession,Group,Block,Rep,Env,Prot_W,Oil_W,Fib_W,Ash_W,Star_W
A73,Ames22439,unclassified,1,1,1,11.14,4.23,1.53,1.37,73.14
A548,Ames23449,unclassified,1,1,1,14.33,4.64,1.55,1.57,72.08
WR3,NSL30066,unclassified,1,1,1,14.44,4.65,1.78,1.61,70.97
A340,Ames23424,unclassified,1,1,1,16.5,4.23,1.67,1.64,72.24
R181B,NSL30896,unclassified,1,1,1,12.89,4.3,1.62,1.5,71.76
78010,PI601211,unclassified,1,1,1,12.51,4.21,2.05,1.51,71.61
78010,PI601211,unclassified,1,1,1,12.71,3.9,1.94,1.49,71.71
4226,NSL30904,unclassified,1,1,1,13.6,4.65,1.83,1.53,72.08
4226,NSL30904,unclassified,1,1,1,13.65,4.4,2,1.59,71.48
LH206,PI538010,unclassified,1,1,1,13.98,3.95,1.75,1.56,70.84
LH206,PI538010,unclassified,1,1,1,14.22,4.15,1.81,1.57,70.81
A71,NSL42875,unclassified,1,1,1,13.69,5,2.04,1.55,71.24
PHW86,PI543850,unclassified,1,1,1,13.64,5.04,2.17,1.59,70.18
LH214,PI555660,unclassified,2,1,1,13.11,3.64,2.08,1.52,70.8
N217,PI596356,unclassified,2,1,1,13.9,4.25,2.01,1.56,71.47
LH211,PI537101,unclassified,2,1,1,14.17,3.45,1.72,1.52,71.8
H113,Ames26803,unclassified,2,1,1,14.49,4.68,1.72,1.61,72.95
H113,Ames26803,unclassified,2,1,1,14.34,4.62,1.78,1.64,72.5
CH701-30,Ames27069,unclassified,2,1,1,15.63,4.89,1.68,1.63,71.56
LH191,PI539925,unclassified,2,1,1,10.49,3.38,1.46,1.34,72.61
N218,PI596357,unclassified,2,1,1,16.18,4.19,1.56,1.6,72.64
N542,PI594088,unclassified,2,1,1,12.72,3.68,1.66,1.47,73.35
NK740,PI601489,unclassified,2,1,1,9.85,3.86,1.28,1.33,72.97
N523,PI594071,unclassified,2,1,1,15.46,4.78,1.37,1.61,72.61
N523,PI594071,unclassified,2,1,1,15.27,4.75,1.45,1.65,71.95
S8326,PI601612,unclassified,2,1,1,11.58,4.12,1.41,1.4,74.08
PHK35,PI601777,unclassified,2,1,1,10.62,4.57,1.44,1.36,73.29
E8501,PI601724,unclassified,2,1,1,14.65,5,1.65,1.62,71.99
E8501,PI601724,unclassified,2,1,1,14.26,5.36,1.84,1.6,71.09
M14,NSL30867,unclassified,2,1,1,14.44,5.41,1.78,1.64,70.68
M14,NSL30867,unclassified,2,1,1,14.46,4.67,1.76,1.59,71.54
AusTRCF 306238,NSL437933,unclassified,2,1,1,13.78,5.01,1.82,1.55,72.21
AusTRCF 306238,NSL437933,unclassified,2,1,1,13.4,4.52,1.94,1.54,71.8
H91,Ames27114,unclassified,2,1,1,14.29,4.59,1.87,1.59,71.41
H91,Ames27114,unclassified,2,1,1,14.5,4.29,1.96,1.6,71.1
W37A,NSL30073,unclassified,2,1,1,15.36,4.34,1.51,1.57,72.32
6M502A,PI546484,unclassified,2,1,1,12.01,4.24,1.81,1.43,72.25
PHN34,PI543843,unclassified,2,1,1,15.11,5.55,1.88,1.66,71.55
W24,NSL30064,unclassified,2,1,1,13.34,4.35,2.11,1.57,70.35
PHWG5,PI559954,unclassified,2,1,1,11.86,3.85,1.49,1.38,72.69
NY 166 (Neveh Yaar),PI200184,unclassified,2,1,1,13.44,5.05,1.39,1.51,70
OC19,PI596506,unclassified,2,1,1,13.88,3.93,1.72,1.66,72.82
OC19,PI596506,unclassified,2,1,1,14.23,4.22,1.85,1.74,71.41
NC326,Ames27159,unclassified,2,1,1,12.06,3.92,1.73,1.46,71.57
B46,PI550469,unclassified,2,1,1,13.64,5.28,1.56,1.56,70.16
B46,PI550469,unclassified,2,1,1,13.36,5.11,1.52,1.56,70.41
N209,PI595366,unclassified,2,1,1,10.51,4.23,1.34,1.37,72.71
N209,PI595366,unclassified,2,1,1,10.65,4.06,1.25,1.35,72.99
Yu796 NS,Ames27196,unclassified,2,1,1,14.07,4.43,1.71,1.52,73.04
NC342,Ames27167,unclassified,2,1,1,11.75,5.52,1.4,1.37,72.01
N215,PI595367,unclassified,2,1,1,14.42,4.51,1.5,1.53,73.01
WIL900,PI601684,unclassified,2,1,1,12.54,3.31,2.1,1.47,72.06
WIL900,PI601684,unclassified,2,1,1,12.29,3.43,2.14,1.46,72.65
R168,Ames19326,unclassified,2,1,1,15.91,4.67,1.86,1.69,70.9
R168,Ames19326,unclassified,2,1,1,15.85,4.64,2.04,1.69,71.06
ND259,PI550571,unclassified,2,1,1,13.51,4.85,1.36,1.55,71.01
J8606,PI601725,unclassified,2,1,1,14.24,4.92,1.73,1.59,71.29
J8606,PI601725,unclassified,2,1,1,14.34,4.68,1.93,1.64,70.76
H122w,Ames26805,unclassified,2,1,1,11.34,3.85,1.57,1.39,71.98
H122w,Ames26805,unclassified,2,1,1,11.38,4.19,1.61,1.41,70.49
HUOBAI,Ames2339,unclassified,2,1,1,14.05,4.01,1.73,1.52,71.94
HUOBAI,Ames2339,unclassified,2,1,1,14.19,4.58,1.74,1.58,71.06
DE811,PI550558,unclassified,2,1,1,11.49,3.93,1.78,1.4,71.75
LH60,PI601404,unclassified,2,1,1,12.05,5.54,1.77,1.44,71.17
Va102,PI587151,unclassified,2,1,1,15.85,5.02,1.55,1.63,71.99
N534,PI594080,unclassified,2,1,1,13.96,4.4,1.82,1.57,71.66
N527,PI604606,unclassified,2,1,1,13.05,4.14,1.37,1.44,71.46
LH181,PI547087,unclassified,2,1,1,12.91,4.17,1.71,1.5,70.91
LH181,PI547087,unclassified,2,1,1,13,4.62,2.03,1.61,70.85
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,1,1,16.19,4.06,1.98,1.65,71.41
MS67,Ames24710,unclassified,2,1,1,11.62,4.66,1.41,1.38,72.9
Pa91,PI587147,unclassified,2,1,1,15.56,4.44,1.61,1.62,72.53
MM501D,PI583774,unclassified,2,1,1,15.52,4.12,1.83,1.7,69.94
R177,NSL30894,unclassified,2,1,1,10.64,4.86,1.37,1.41,70.53
PHK93,PI548800,unclassified,2,1,1,9.7,4.87,1.53,1.33,70.82
H121,Ames26804,unclassified,2,1,1,13.73,4.89,1.65,1.56,72.18
PHP85,PI559944,unclassified,2,1,1,9.72,4.01,1.57,1.28,71.14
PHJ89,PI548798,unclassified,1,2,1,14.59,5.1,1.52,1.61,71.52
NC310,Ames27151,unclassified,1,2,1,10.69,4.71,1.54,1.37,71.45
PHVA9,PI559953,unclassified,1,2,1,9.45,4.01,1.57,1.33,72
PHVA9,PI559953,unclassified,1,2,1,9.22,3.42,1.41,1.28,72.6
LIBC 4,PI555650,unclassified,1,2,1,12.11,3.77,1.84,1.53,70
LIBC 4,PI555650,unclassified,1,2,1,11.37,4.05,1.57,1.48,71.17
W8304,PI601502,unclassified,1,2,1,11.82,3.7,1.84,1.43,71.59
W8304,PI601502,unclassified,1,2,1,11.06,3.75,1.3,1.38,72.4
SD40,PI606768,unclassified,1,2,1,9.65,4.5,1.64,1.37,71.25
AS6103,PI601159,unclassified,1,2,1,14.51,4.84,1.86,1.6,70.43
A73,Ames22439,unclassified,1,2,1,10.76,4.84,1.77,1.36,71.13
OS602,PI559921,unclassified,1,2,1,13.6,4.13,1.64,1.53,71.23
OS602,PI559921,unclassified,1,2,1,13.47,4.56,1.58,1.55,71.5
793,PI601492,unclassified,1,2,1,11.66,3.48,1.31,1.39,71.4
793,PI601492,unclassified,1,2,1,11.48,3.7,1.34,1.44,72.07
LH61,PI601416,unclassified,1,2,1,10.35,3.58,1.86,1.39,71.2
1538,PI601658,unclassified,1,2,1,13.91,4.42,1.84,1.6,69.52
LH93,PI601171,unclassified,1,2,1,9.58,3.28,1.64,1.33,70.49
PHJ90,PI548799,unclassified,1,2,1,11.6,4.18,1.93,1.47,71.07
790,PI601491,unclassified,1,2,1,10.22,2.84,1.52,1.32,71.58
ML606,PI583774,unclassified,1,2,1,12.07,4.72,2,1.54,70.27
ML606,PI583774,unclassified,1,2,1,12.21,4.5,1.88,1.5,70.95
PHB09,PI601007,unclassified,1,2,1,11.92,4.39,1.9,1.47,70.24
PHB09,PI601007,unclassified,1,2,1,11.39,4.5,1.84,1.46,70.44
N6,Ames27137,unclassified,1,2,1,13.03,5.29,1.94,1.58,69.09
CR14,PI601683,unclassified,1,2,1,13.43,4.78,1.56,1.48,72.15
4226,NSL30904,unclassified,1,2,1,13.49,4.81,1.94,1.59,71
6F629,PI546483,unclassified,1,2,1,12.49,4.74,1.57,1.49,71.2
I29,Ames27115,unclassified,1,2,1,15.36,4.3,2.1,1.69,72.14
OQ603,PI601584,unclassified,1,2,1,10.68,3.56,2.01,1.41,70.23
PHBA6,PI559935,unclassified,1,2,1,13.61,4.73,1.75,1.62,71.43
IBB15,PI601458,unclassified,1,2,1,12.89,3.19,2.04,1.57,70.07
PHW30,PI548808,unclassified,1,2,1,10.96,3.89,1.45,1.41,72.86
A334,Ames23423,unclassified,1,2,1,15.18,4.79,1.7,1.64,72.25
A334,Ames23423,unclassified,1,2,1,14.65,5.53,1.83,1.67,70.23
NK807,PI601430,unclassified,1,2,1,12.9,4.24,1.87,1.55,70.7
PHP76,PI543846,unclassified,1,2,1,11.7,4.5,1.73,1.49,71.05
A340,Ames23424,unclassified,1,2,1,14.83,4.92,1.6,1.58,70.86
764,PI601374,unclassified,1,2,1,12.54,3.83,1.75,1.47,70.63
CM105,PI587124,unclassified,1,2,1,12.88,4.09,1.63,1.48,71.81
A322,Ames23422,unclassified,1,2,1,11.63,4.6,1.81,1.46,71.8
A679,PI587142,unclassified,1,2,1,9.05,4.01,1.7,1.31,70.75
CR1HT,PI601080,unclassified,1,2,1,13.45,4.36,1.56,1.54,71.89
A674,Ames23498,unclassified,1,2,1,12.63,4.04,1.85,1.57,69.64
NQ508,PI559918,unclassified,1,2,1,12.47,4.98,1.86,1.52,69.33
WR3,NSL30066,unclassified,1,2,1,12.65,4.31,1.5,1.48,71.74
LH206,PI538010,unclassified,1,2,1,12.47,4.25,1.54,1.48,71.35
PHT69,PI559949,unclassified,1,2,1,11.21,3.98,1.64,1.38,71.38
FBLA,PI546482,unclassified,1,2,1,12.12,4.28,1.85,1.47,70.46
A239,Ames23405,unclassified,1,2,1,11,4.68,1.53,1.42,71.23
A71,NSL42875,unclassified,1,2,1,13.02,5.14,1.96,1.55,71.16
LH209,PI554612,unclassified,1,2,1,9.47,4.59,1.44,1.33,71.93
LH209,PI554612,unclassified,1,2,1,9.25,3.78,1.32,1.28,71.92
N193,PI550567,unclassified,1,2,1,9.44,4.5,1.46,1.37,72.23
LH222,PI559375,unclassified,1,2,1,11.65,4.68,1.61,1.45,72.98
W552,PI520770,unclassified,1,2,1,13.29,4.99,1.83,1.62,71.4
NC262,PI531085,unclassified,1,2,1,9.95,4.95,1.39,1.4,69.04
MS153,Ames24734,unclassified,1,2,1,9.67,4.33,1.61,1.36,71.49
MS153,Ames24734,unclassified,1,2,1,9.59,3.96,1.58,1.35,71.4
CH711-10,Ames27018,unclassified,1,2,1,12.84,4.54,1.55,1.54,72.35
Lp215D,PI547107,unclassified,1,2,1,13.42,4.64,1.88,1.55,72.22
Lp215D,PI547107,unclassified,1,2,1,13.16,4.12,1.7,1.53,72.53
A648,NSL81597,unclassified,1,2,1,10.62,4.67,1.7,1.47,71.66
A659,NSL81599,unclassified,1,2,1,12.19,4.62,1.8,1.46,70.99
R181B,NSL30896,unclassified,1,2,1,10,3.91,1.64,1.41,70.23
A548,Ames23449,unclassified,1,2,1,12.97,4.39,1.53,1.54,71.95
H99,PI587129,unclassified,1,2,1,13.03,4.84,1.91,1.54,70.92
A556,Ames23450,unclassified,1,2,1,10.69,3.84,1.58,1.35,71.6
78010,PI601211,unclassified,1,2,1,12.77,4.33,1.93,1.52,70.91
PHR63,PI601787,unclassified,1,2,1,10.59,3.94,1.55,1.34,71.94
PHR63,PI601787,unclassified,1,2,1,10.45,4.01,1.52,1.32,71.99
29MIBZ2,PI548830,unclassified,1,2,1,12.06,3.63,1.87,1.47,71.42
MS226,Ames24751,unclassified,1,2,1,12.65,4.78,1.48,1.49,73.02
W117Ht,Ames8399,unclassified,1,2,1,10.42,4.07,1.55,1.45,69.23
ND247,PI550503,unclassified,1,2,1,11.82,4.97,1.52,1.49,70.7
CH753-4,Ames27021,unclassified,1,2,1,14.82,4.32,1.74,1.61,71.65
CH753-4,Ames27021,unclassified,1,2,1,14.6,3.98,1.76,1.61,71.67
ICI 893,PI559383,unclassified,1,2,1,13.63,5.4,1.8,1.58,71.27
L 155,PI550695,unclassified,1,2,1,13.67,3.44,2.27,1.6,69.96
PHW86,PI543850,unclassified,1,2,1,12,4.14,2.01,1.51,71.11
LH181,PI547087,unclassified,2,2,1,12.53,4.08,1.58,1.44,72.84
CH701-30,Ames27069,unclassified,2,2,1,13.97,4.46,1.56,1.56,71.32
B88,PI550556,unclassified,2,2,1,15.61,4.73,1.56,1.67,71.61
OC19,PI596506,unclassified,2,2,1,13.6,4.41,1.79,1.66,71.56
M14,NSL30867,unclassified,2,2,1,13.95,4.78,1.64,1.59,70.89
WIL900,PI601684,unclassified,2,2,1,11.51,4.21,1.98,1.4,70.61
W24,NSL30064,unclassified,2,2,1,11.37,4.12,2.15,1.41,70.62
H91,Ames27114,unclassified,2,2,1,13.63,4.49,1.88,1.57,71.08
H91,Ames27114,unclassified,2,2,1,13.38,4.46,1.68,1.54,71.92
NC326,Ames27159,unclassified,2,2,1,11.68,3.94,1.62,1.38,73.08
N217,PI596356,unclassified,2,2,1,12.44,4.62,1.68,1.49,72.34
N217,PI596356,unclassified,2,2,1,12.43,4.58,1.6,1.49,72.71
B46,PI550469,unclassified,2,2,1,14.92,5.61,1.68,1.63,70
B46,PI550469,unclassified,2,2,1,15.1,5.7,1.78,1.63,69.9
6M502A,PI546484,unclassified,2,2,1,11.58,4.19,1.5,1.37,72.27
6M502A,PI546484,unclassified,2,2,1,11.33,4.52,1.62,1.39,72.53
WXB6,Ames26745,unclassified,2,2,1,14.76,3.64,1.84,1.55,71.47
WXB6,Ames26745,unclassified,2,2,1,15.01,4.14,1.84,1.6,72.83
Va102,PI587151,unclassified,2,2,1,13.96,4.81,1.56,1.51,72.37
Va102,PI587151,unclassified,2,2,1,13.87,5.17,1.94,1.57,71
MS24A,Ames24708,unclassified,2,2,1,15.77,4.72,1.8,1.7,71.37
PHWG5,PI559954,unclassified,2,2,1,11.1,3.76,1.63,1.38,72.35
NK740,PI601489,unclassified,2,2,1,9.97,3.94,1.64,1.34,72.15
N209,PI595366,unclassified,2,2,1,11.09,3.2,1.57,1.33,72.47
H113,Ames26803,unclassified,2,2,1,13.64,4.38,1.5,1.48,73.39
MM501D,PI583774,unclassified,2,2,1,11.79,4.14,1.63,1.46,71.33
R168,Ames19326,unclassified,2,2,1,15.78,4.34,1.77,1.65,72.78
MS67,Ames24710,unclassified,2,2,1,12.85,4.15,1.7,1.48,71.27
N534,PI594080,unclassified,2,2,1,13.11,3.98,1.89,1.51,72.01
PHK35,PI601777,unclassified,2,2,1,11.26,4.26,1.69,1.39,71.65
NC342,Ames27167,unclassified,2,2,1,12.07,5.36,1.79,1.46,72.06
N218,PI596357,unclassified,2,2,1,15.37,4.69,1.77,1.54,71.7
E8501,PI601724,unclassified,2,2,1,12.97,4.39,1.4,1.41,73.02
Pa91,PI587147,unclassified,2,2,1,16.9,5.18,1.84,1.73,71.58
LH60,PI601404,unclassified,2,2,1,11.99,4.77,1.65,1.4,71.68
LH211,PI537101,unclassified,2,2,1,13.25,3.52,1.55,1.48,73.19
PHPR5,PI559945,unclassified,2,2,1,14.45,3.65,1.76,1.56,71.95
DE811,PI550558,unclassified,2,2,1,11.63,3.85,1.9,1.46,71.6
J8606,PI601725,unclassified,2,2,1,14.61,4.26,1.64,1.51,72.98
Yu796 NS,Ames27196,unclassified,2,2,1,14.63,4.19,1.6,1.56,72.86
K55,Ames22754,unclassified,2,2,1,16.19,5.31,1.32,1.7,71.09
H121,Ames26804,unclassified,2,2,1,14.53,4.82,2.13,1.67,71.67
PHP85,PI559944,unclassified,2,2,1,10.05,3.69,1.87,1.32,70.38
N215,PI595367,unclassified,2,2,1,12.49,4.39,1.57,1.41,71.61
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,2,1,14.43,4.17,1.91,1.57,71.58
PHN34,PI543843,unclassified,2,2,1,13.88,5.3,1.86,1.59,72.72
LH191,PI539925,unclassified,2,2,1,10.43,3.29,1.38,1.26,73.55
W37A,NSL30073,unclassified,2,2,1,15.8,4.24,1.8,1.58,72.15
S8326,PI601612,unclassified,2,2,1,10.75,4.4,1.77,1.44,71.92
S8326,PI601612,unclassified,2,2,1,10.74,4.22,1.64,1.45,72.23
N527,PI604606,unclassified,2,2,1,13.62,3.49,1.4,1.51,70.55
N527,PI604606,unclassified,2,2,1,13.1,3.33,1.32,1.48,71.17
N523,PI594071,unclassified,2,2,1,14.92,4.69,1.3,1.56,72.3
N523,PI594071,unclassified,2,2,1,14.31,4.67,1.41,1.58,72.45
N542,PI594088,unclassified,2,2,1,11.94,3.55,1.88,1.48,72.51
PHK93,PI548800,unclassified,2,2,1,11.27,4.79,1.67,1.39,71.99
PHK93,PI548800,unclassified,2,2,1,11.12,4.84,1.65,1.4,71.72
HUOBAI,Ames2339,unclassified,2,2,1,13.39,5.09,1.42,1.49,71.17
HUOBAI,Ames2339,unclassified,2,2,1,13.65,5.07,1.55,1.54,71.96
MS226,Ames24751,unclassified,1,1,2,8.46,4.37,1.45,1.29,71.08
FBLA,PI546482,unclassified,1,1,2,9.83,3.85,1.39,1.34,71.88
DK78010,PI601211,unclassified,1,1,2,10.58,4.1,1.37,1.35,71.43
CH753-4,Ames27021,unclassified,1,1,2,12.91,4.14,1.8,1.56,70.35
CR1HT,PI601080,unclassified,1,1,2,12.78,3.84,1.15,1.53,72.02
MS72,Ames24713,unclassified,1,1,2,11.27,3.71,1.32,1.44,72
LH206,PI538010,unclassified,1,1,2,9.78,3.25,1.2,1.31,72.16
NK807,PI601430,unclassified,1,1,2,9.23,4.66,1.57,1.31,69.89
PHW86,PI543850,unclassified,1,1,2,9.89,3.79,1.64,1.38,71.37
W8304,PI601502,unclassified,1,1,2,8.44,3.24,1.29,1.25,71.4
PHP76,PI543846,unclassified,1,1,2,8.74,3.78,1.51,1.35,71.59
A674,Ames23498,unclassified,1,1,2,10.04,4.28,1.46,1.41,71.7
PHB09,PI601007,unclassified,1,1,2,10.67,3.83,1.53,1.37,71.34
2369,PI601559,unclassified,1,1,2,8.05,4.48,1.3,1.23,71.01
WR3,NSL30066,unclassified,1,1,2,13.27,4.51,1.41,1.53,71
CH711-10,Ames27018,unclassified,1,1,2,11.9,3.92,1.58,1.44,71.6
I29,Ames27115,unclassified,1,1,2,12.94,4.43,2.09,1.61,71.01
ICI 893,PI559383,unclassified,1,1,2,11.52,5.12,1.58,1.47,70.01
NC310,Ames27151,unclassified,1,1,2,8.17,4.28,1.32,1.24,71.84
PHR63,PI601787,unclassified,1,1,2,10.39,3.86,1.28,1.35,72.2
A71,NSL42875,unclassified,1,1,2,10.96,4.08,1.84,1.47,70.23
1538,PI601658,unclassified,1,1,2,9.69,3.93,1.51,1.39,69.53
CI 40H,Ames26128,unclassified,1,1,2,9.79,3.16,1.67,1.37,70.86
NC262,PI531085,unclassified,1,1,2,9.39,4.3,1.58,1.32,70.11
790,PI601491,unclassified,1,1,2,8.75,3.23,1.21,1.25,70.76
OS602,PI559921,unclassified,1,1,2,13.01,3.5,1.83,1.52,71.66
SD40,PI606768,unclassified,1,1,2,9.74,4.45,1.72,1.43,70.8
OQ603,PI601584,unclassified,1,1,2,9.5,3.62,1.79,1.35,70.85
AS6103,PI601159,unclassified,1,1,2,13.14,4.3,1.5,1.51,71.84
PHW30,PI548808,unclassified,1,1,2,10.25,3.71,1.39,1.35,72.03
IBB15,PI601458,unclassified,1,1,2,10.93,3.88,1.69,1.45,69.9
H99,PI587129,unclassified,1,1,2,10.34,4.94,1.54,1.41,69.87
LIBC 4,PI555650,unclassified,1,1,2,11.52,3.87,1.56,1.45,71
LH61,PI601416,unclassified,1,1,2,10.6,4.92,1.37,1.37,71.73
W117Ht,Ames8399,unclassified,1,1,2,11.07,3.44,1.47,1.44,71.29
L 155,PI550695,unclassified,1,1,2,11.52,3.97,1.72,1.49,70.38
MS153,Ames24734,unclassified,1,1,2,7.72,3.37,1.57,1.29,70.67
ML606,PI583774,unclassified,1,1,2,11.67,4.67,1.8,1.54,69.01
LH222,PI559375,unclassified,1,1,2,9.17,4,1.72,1.32,71.26
764,PI601374,unclassified,1,1,2,11.3,4.67,1.51,1.45,71.51
LH93,PI601171,unclassified,1,1,2,10.23,3.28,1.93,1.47,70.73
A648,NSL81597,unclassified,1,1,2,9.54,4.79,1.58,1.37,72.04
PHJ89,PI548798,unclassified,1,1,2,12.91,5.14,1.59,1.53,71.01
6F629,PI546483,unclassified,1,1,2,12.06,4.79,1.48,1.5,69.65
6F629,PI546483,unclassified,1,1,2,9.7,4.42,1.44,1.35,70.17
B-28,PI340860,unclassified,1,1,2,13.16,5.77,1.92,1.68,68.66
B-28,PI340860,unclassified,1,1,2,12.72,5.21,1.8,1.62,70.15
PHBA6,PI559935,unclassified,1,1,2,11,5.08,1.82,1.51,70.65
PHBA6,PI559935,unclassified,1,1,2,11.06,4.74,1.71,1.47,70.59
NQ508,PI559918,unclassified,1,1,2,11.05,4.72,1.54,1.44,69.52
NQ508,PI559918,unclassified,1,1,2,11.49,4.4,1.65,1.44,70.81
4226,NSL30904,unclassified,1,1,2,11.85,5.35,2.05,1.6,69.02
4226,NSL30904,unclassified,1,1,2,12.01,4.7,1.74,1.53,69.24
A679,PI587142,unclassified,1,1,2,9.22,4.04,1.53,1.32,71.44
PHJ90,PI548799,unclassified,1,1,2,9.6,4.03,1.77,1.4,69.96
PHJ90,PI548799,unclassified,1,1,2,9.44,3.74,1.78,1.4,69.72
A556,Ames23450,unclassified,1,1,2,10.3,4.21,1.41,1.38,70.75
A556,Ames23450,unclassified,1,1,2,10.1,3.9,1.54,1.42,69.66
MS116,Ames24729,unclassified,1,1,2,12.88,3.82,1.78,1.59,69.89
N6,Ames27137,unclassified,1,1,2,11.53,5.26,1.77,1.53,69.01
A239,Ames23405,unclassified,1,1,2,9.72,4.47,1.4,1.34,69.82
MEF156-55-2,Ames27135,unclassified,1,1,2,14.19,5.22,1.64,1.66,68.75
PHT69,PI559949,unclassified,1,1,2,10.99,4.43,1.35,1.42,71.21
A659,NSL81599,unclassified,1,1,2,11.1,4.5,1.55,1.43,70.76
78010,PI601211,unclassified,1,1,2,11.25,4.59,1.56,1.44,70.41
793,PI601492,unclassified,1,1,2,10.31,3.78,1.27,1.33,70.57
PHVA9,PI559953,unclassified,1,1,2,10.17,4.18,1.66,1.38,69.59
Lp215D,PI547107,unclassified,1,1,2,13.65,4.38,1.57,1.51,71.69
29MIBZ2,PI548830,unclassified,1,1,2,11.01,3.86,1.49,1.41,71.8
R181B,NSL30896,unclassified,1,1,2,8.64,3.53,1.58,1.34,69.41
A73,Ames22439,unclassified,1,1,2,10.16,4.26,1.47,1.43,69.16
CM105,PI587124,unclassified,1,1,2,10.33,4.61,1.44,1.41,70.43
A340,Ames23424,unclassified,1,1,2,12.66,4.39,1.79,1.54,70.9
LH209,PI554612,unclassified,1,1,2,6.74,4.03,1.25,1.16,70.52
A322,Ames23422,unclassified,1,1,2,10.57,4.32,1.43,1.38,70.34
N193,PI550567,unclassified,1,1,2,8.9,3.74,1.36,1.32,71.9
WXB6,Ames26745,unclassified,2,1,2,14.78,3.47,1.71,1.55,71.48
LH60,PI601404,unclassified,2,1,2,11.84,4.59,1.54,1.42,70.94
MS24A,Ames24708,unclassified,2,1,2,13.14,4.29,1.75,1.55,70.41
PHK35,PI601777,unclassified,2,1,2,10.19,4.61,1.46,1.36,71.06
N218,PI596357,unclassified,2,1,2,13.77,3.71,1.6,1.57,71.21
PHP85,PI559944,unclassified,2,1,2,9.17,3.53,1.66,1.3,71.36
LH191,PI539925,unclassified,2,1,2,9.14,3.77,1.35,1.31,71.32
DE811,PI550558,unclassified,2,1,2,12.66,3.74,1.61,1.49,70.62
B88,PI550556,unclassified,2,1,2,15.66,4.81,1.26,1.63,70.94
N527,PI604606,unclassified,2,1,2,11.08,3.87,1.32,1.36,70.25
H121,Ames26804,unclassified,2,1,2,10.89,4.2,1.36,1.41,72.41
Yu796 NS,Ames27196,unclassified,2,1,2,13.75,4.3,1.44,1.52,72.23
N209,PI595366,unclassified,2,1,2,9.19,3.07,1.13,1.23,71.62
6M502A,PI546484,unclassified,2,1,2,11.43,3.51,1.47,1.41,72.11
OC19,PI596506,unclassified,2,1,2,13.1,2.79,1.68,1.7,70.37
N523,PI594071,unclassified,2,1,2,15.22,4.31,1.37,1.61,71.36
CH701-30,Ames27069,unclassified,2,1,2,12.73,4.6,1.35,1.47,71.43
HUOBAI,Ames2339,unclassified,2,1,2,11.35,4.22,1.26,1.38,71.66
R168,Ames19326,unclassified,2,1,2,14.58,4.26,1.61,1.64,69.88
R177,NSL30894,unclassified,2,1,2,12,4.6,1.67,1.49,70.69
AusTRCF 306238,NSL437933,unclassified,2,1,2,11.85,4.25,1.63,1.48,71.36
N542,PI594088,unclassified,2,1,2,11.04,4.27,1.75,1.49,72.07
PHPR5,PI559945,unclassified,2,1,2,13.11,3.63,1.32,1.48,71.94
MM501D,PI583774,unclassified,2,1,2,12.71,4.02,1.65,1.53,71.02
WIL900,PI601684,unclassified,2,1,2,13.55,4.2,1.77,1.52,71.78
N501,PI594050,unclassified,2,1,2,11.99,4.34,1.56,1.47,72.64
MS67,Ames24710,unclassified,2,1,2,11.18,3.54,1.39,1.5,72.13
NC326,Ames27159,unclassified,2,1,2,7.79,3.74,1.47,1.26,71.27
J8606,PI601725,unclassified,2,1,2,11.88,4.22,1.5,1.44,71.79
H122w,Ames26805,unclassified,2,1,2,12.72,4.74,1.42,1.51,70.68
PHK93,PI548800,unclassified,2,1,2,9.59,5.31,1.5,1.35,70.51
K55,Ames22754,unclassified,2,1,2,15.65,5.09,1.4,1.64,71.25
NY 166 (Neveh Yaar),PI200184,unclassified,2,1,2,12.46,5.06,1.46,1.45,70.06
Va102,PI587151,unclassified,2,1,2,17.98,4.41,1.96,1.89,68.64
E8501,PI601724,unclassified,2,1,2,11.04,4.98,1.41,1.43,70.78
LH181,PI547087,unclassified,2,1,2,11.24,4.72,1.35,1.38,72.2
H91,Ames27114,unclassified,2,1,2,12.08,3.45,1.78,1.54,69.77
M14,NSL30867,unclassified,2,1,2,13.7,4.66,1.44,1.57,70.92
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,1,2,14.21,5.02,1.39,1.54,70.79
ND259,PI550571,unclassified,2,1,2,14.2,3.9,1.6,1.59,71.87
NK740,PI601489,unclassified,2,1,2,10.25,3.86,1.53,1.38,69.64
W37A,NSL30073,unclassified,2,1,2,13.6,4.23,1.43,1.57,71.48
N217,PI596356,unclassified,2,1,2,12.07,4.53,1.52,1.46,71.07
N217,PI596356,unclassified,2,1,2,12.13,4.45,1.47,1.44,70.71
LH211,PI537101,unclassified,2,1,2,12.4,3.73,1.55,1.45,71.75
B46,PI550469,unclassified,2,1,2,9.64,4.85,1.35,1.34,70.17
B46,PI550469,unclassified,2,1,2,12.41,4.84,1.66,1.55,68.63
R78,NSL30876,unclassified,2,1,2,12.25,5.98,1.8,1.57,69.14
ND259,PI550571,unclassified,2,1,2,12.23,4.07,1.44,1.47,71.3
N534,PI594080,unclassified,2,1,2,11.89,4.63,1.69,1.48,71.34
PHN34,PI543843,unclassified,2,1,2,11.08,4.91,1.57,1.4,71.32
